Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,fear_and_greed_index
2021-02-07,39228.9,39691.7,37381.6,38852.9,286208,849970,482676,21434395961349,1.6950371182931E+20,0.242,16301716630,11.453,5.43,9.231,276875,644.307,987989,13.608,7.996,18622500.0,41085629.48255814,86.0
2021-02-08,38853.6,46596.4,38057.0,46395.7,335061,852911,567828,21434395961349,1.7446548948436E+20,0.269,31259263497,16.386,8.885,8.889,276328,1021,1034730,13.602,11.706,18623381.25,48670642.79997875,83.0
2021-02-09,46396.4,48143.5,45104.7,46508.6,359994,905196,622948,21434395961349,1.5876513941607E+20,0.321,39944679612,25.467,13.752,10.07,440838,1231,985723.1538461539,13.641,18.021,18624487.5,51636507.497528024,95.0
2021-02-10,46507.8,47295.3,43800.5,44836.0,340615,901470,597506,21434395961349,1.6003580818481E+20,0.304,28974203615,22.595,12.101,10.07,290471,1020,1097361,13.81,15.841,18625368.75,49429153.26156691,92.0
2021-02-11,44834.8,48622.1,44041.1,47990.7,304610,897509,545208,21434395961349,1.3900984386648E+20,0.33,26557293013,28.136,14.944,11.163,361426,1115,895827,13.835,18.698,18626031.25,47377470.06192563,93.0
2021-02-12,47995.0,48927.4,46218.6,47371.7,343164,897930,594556,21434395961349,1.4807493977312E+20,0.35,27085894527,28.069,14.385,10.141,297144,1006,1003015,13.817,18.577,18626925.0,53308083.0824142,92.0
2021-02-13,47373.1,48097.3,46270.5,47168.7,336467,891829,530863,21434395961349,1.5749096662777E+20,0.338,15577045957,20.282,9.57,9.172,214028,702.738,1030851,13.704,12.831,18628025.0,53952453.191675015,92.0
2021-02-14,47172.1,49695.1,47051.9,48643.4,295280,890478,445522,21434395961349,1.7040705942111E+20,0.293,15572294315,17.14,6.691,9.73,310113,744.446,984234,13.722,10.129,18628900.0,50339561.18150959,95.0
2021-02-15,48611.1,48936.5,45786.1,47936.3,311170,873226,507154,21434395961349,1.5358557310609E+20,0.334,21479953401,18.976,9.571,9.474,365059,938.466,1012403,13.689,11.5,18629781.25,51761591.27857075,93.0
2021-02-16,47934.2,50515.8,47044.4,49169.7,296267,899261,498335,21434395961349,1.3699204046423E+20,0.312,24884132144,19.788,10.656,11.901,414566,1122,548331,13.714,13.702,18630656.25,42832906.95827337,95.0
2021-02-17,49161.3,52577.7,49018.1,52079.2,317528,901205,546245,21434395961349,1.4084050757731E+20,0.363,29619088434,22.701,12.024,10.435,332898,1217,314475,13.736,14.109,18631531.25,51285528.64317585,95.0
2021-02-18,52094.5,52524.0,50941.6,51582.2,316815,886938,543082,21434395961349,1.5700406476231E+20,0.332,29726617496,24.205,12.606,10.511,360742,1148,951004,13.777,14.722,18632200.0,53678746.908786446,91.0
2021-02-19,51590.1,56238.5,50816.8,55906.6,341433,888791,594241,21455226865438,1.513893154981E+20,0.391,35518331149,24.989,12.95,9.412,367522,1181,1049796,13.827,14.401,18633293.75,59244126.437538244,93.0
2021-02-20,55922.0,57523.8,54124.1,55923.7,320329,882088,543952,21724134900047,1.6313386728074E+20,0.366,28636615639,25.968,12.975,9.863,385518,1147,999752,13.783,13.947,18634168.75,59691256.6875985,91.0
2021-02-21,55907.6,58335.1,55502.7,57433.8,271504,849622,445972,21724134900047,1.5639717351177E+20,0.363,29842416283,24.174,10.696,10.213,374617,1085,923185,13.926,11.558,18635050.0,57635434.78941177,91.0
2021-02-22,57437.6,57480.8,48353.8,54111.8,285250,876642,502736,21724134900047,1.5077124693454E+20,0.35,33115033455,25.285,13.601,10.827,381885,1411,936716,13.943,13.69,18635925.0,52905473.90020501,94.0
2021-02-23,54114.1,54115.0,45093.8,48911.2,287757,888244,534135,21724134900047,1.3386710547558E+20,0.357,40592103789,31.477,15.387,11.339,375111,1626,893364,13.97,18.902,18636587.5,48487887.64094238,94.0
2021-02-24,48911.1,51311.8,47031.7,49697.5,357933,886572,583808,21724134900047,1.586195637043E+20,0.371,33197678290,26.364,12.995,9.057,294958,1006,1035468,13.986,16.023,18637687.5,59746178.57906681,76.0
2021-02-25,49695.9,52013.8,46773.7,46928.5,325960,880952,558794,21724134900047,1.7467016404266E+20,0.323,45680184010,23.393,11.976,9.231,354656,1008,1029740,13.987,13.533,18638568.75,57792548.4154015,79.0
2021-02-26,46928.5,48413.9,44248.2,46345.6,306277,890723,548907,21724134900047,1.5192212983605E+20,0.312,30923804102,22.675,10.81,10.36,315004,1015,943525,13.987,14.636,18639450.0,47395143.797322005,55.0
2021-02-27,46333.1,48335.1,45059.4,46136.7,320627,892535,497487,21724134900047,1.6972763782594E+20,0.301,17142819150,15.332,7.027,9.172,246427,668.56,1067713,13.98,9.613,18640543.75,51148405.64582984,56.0
2021-02-28,46136.0,46582.0,43100.6,45164.0,254185,876713,396315,21724134900047,1.4752217532994E+20,0.274,15384925519,14.635,6.736,10.992,305361,775.2,890425,13.984,9.208,18641418.75,40396048.67600178,55.0
2021-03-01,45160.5,49774.0,45008.8,49595.5,280355,882333,517568,21724134900047,1.3945547688737E+20,0.319,23676243023,20.678,10.88,11.077,302693,1068,844795,13.974,13.045,18642075.0,44513744.099418715,38.0
2021-03-02,49595.6,50191.9,47100.6,48424.2,338007,895085,576054,21724134900047,1.5171770452291E+20,0.329,26661090088,19.102,10.012,10.07,271594,929.495,1012877,13.988,12.938,18642956.25,50567917.70753806,78.0
2021-03-03,48422.2,52567.9,48159.2,50395.1,333250,898009,594177,21724134900047,1.6646114458583E+20,0.328,26822591540,20.071,10.261,9.474,283547,984.487,1074771,14.054,12.261,18644056.25,55147754.83271214,78.0
2021-03-04,50388.0,51757.7,47521.8,48428.0,289503,892023,533768,21724134900047,1.4853589342763E+20,0.304,24341165061,19.282,9.759,11.25,259089,994.804,922105,14.066,12.377,18644718.75,45722350.32302363,84.0
2021-03-05,48363.6,49429.4,46370.1,48792.5,317631,881397,566258,21724134900047,1.5007708989379E+20,0.332,26415045684,17.178,8.476,9.664,267180,831.072,1008576,14.141,10.942,18645812.5,49815984.01444393,77.0
2021-03-06,48798.7,49191.8,47132.8,48855.6,287811,880871,460127,21473685655440,1.6074931374431E+20,0.311,14460254085,13.152,6.254,9.474,258644,697.77,1002900,14.133,7.583,18646687.5,49711918.89213497,77.0
2021-03-07,48899.0,51434.1,48890.6,50982.3,260593,875061,442729,21448277761060,1.5221847506285E+20,0.324,16737731974,13.72,6.312,9.863,410320,846.965,880049,14.11,7.245,18647562.5,49451162.50304934,76.0
2021-03-08,50988.9,52384.9,49338.1,52311.0,291800,852833,505381,21448277761060,1.6533132908005E+20,0.325,27037379011,15.757,7.344,9.29,340933,925.55,991359,14.08,8.552,18648437.5,53803631.21964566,81.0
2021-03-09,52352.4,54880.6,51941.3,54879.0,299542,875432,536341,21448277761060,1.5946391716503E+20,0.332,29962413984,18.943,8.885,10.286,351313,1135,908177,14.097,10.731,18649312.5,52888356.46482327,81.0
2021-03-10,54882.7,57328.7,53073.6,55851.9,344539,898425,580651,21448277761060,1.5355720916523E+20,0.375,28894685618,17.716,9.383,9.664,274143,1014,1027662,14.107,10.591,18650406.25,57652864.476403445,68.0
2021-03-11,55851.2,58135.0,54351.8,57799.5,291113,893181,537115,21448277761060,1.4711391170198E+20,0.358,30327009188,21.468,11.063,10.909,325750,1105,939125,14.117,11.871,18651062.5,52736912.574518405,73.0
2021-03-12,57806.2,58052.3,55134.5,57265.1,320594,884413,563869,21448277761060,1.5635167152078E+20,0.383,30382121950,20.783,10.245,9.6,248755,984.937,1038846,14.135,11.119,18652156.25,60000114.24336446,70.0
2021-03-13,57267.4,61795.8,56118.8,61195.3,276929,853246,494888,21448277761060,1.5465488058074E+20,0.384,26945740122,24.808,11.456,10.07,254221,1119,925503,14.158,11.572,18653031.25,59410978.32581383,74.0
2021-03-14,61192.7,61673.7,59113.7,59113.7,307893,892850,482852,21448277761060,1.6282689349543E+20,0.397,23602464257,17.368,8.212,9.172,257249,772.375,1015723,14.201,8.27,18653906.25,64756375.034695014,78.0
2021-03-15,59117.4,60565.9,55088.8,55791.3,292083,870500,543887,21448277761060,1.6139048637356E+20,0.37,33369754964,22.263,11.511,9.73,256907,1118,987942,14.297,10.89,18655000.0,59673362.68696073,76.0
2021-03-16,55619.5,56889.7,53342.6,56889.7,319344,881428,569487,21448277761060,1.596583369563E+20,0.361,31435863105,19.128,9.269,9.664,253280,981.368,1033367,14.277,10.6,18655875.0,57657199.41954258,71.0
2021-03-17,56892.9,58933.2,54253.2,58913.5,295983,900627,568062,21448277761060,1.5369321001421E+20,0.349,25799457635,20.073,11.225,10.588,276690,1011,971402,14.277,11.079,18656756.25,54456146.879519716,71.0
2021-03-18,58911.8,60088.0,57099.6,57656.0,331566,884838,612756,21448277761060,1.4953597032332E+20,0.425,26842688639,24.206,11.996,9.474,230138,998.345,1021309,14.299,12.627,18657637.5,64386085.97207126,72.0
2021-03-19,57645.0,59448.3,56305.1,58088.0,316032,890748,585917,21524403218194,1.6103730236558E+20,0.377,25479542219,21.453,10.283,9.73,226492,949.944,997809,14.314,11.177,18658518.75,61617467.94631133,71.0
2021-03-20,58084.1,59882.1,57863.0,58093.4,286794,869455,492985,21865558044611,1.6658872841026E+20,0.369,19001728770,17.289,7.307,9.351,237133,786.308,974431,14.318,8.062,18659612.5,61522483.4952451,75.0
